Pickup_Datetime,pickup_hour,day_of_week,Start_Lon,Start_Lat,End_Lon,End_Lat,Trip_Distance
2015-05-17 09:43:00,9,6,-73.9871,40.7339,-73.9894,40.7411,0.817
